Average Velocity (mph),Max Velocity,Velocity Stdev,Average Acceleration (mph per s),Max Acceleration (mph per s), Acceleration Stdev,Displacement,Total Distance Traveled,Max Direction Change per sec, Direction Stdev,Time (s),Stops,Large Deceleration Events,Deceleration Events,Max Deceleration Event,Percentage Aggressive Turns,labels
1.246060161,10.3767864,2.166812716,0.612850138,4.734451371,1.04098399,58.27606713,127.9436772,45,119.3138439,231,4,0,0,-4.734451371,28.95286455,1
8.681994087,36.9566059,11.7227682,1.080635512,7.42576331,1.759681824,743.2507047,1165.068211,68.0175618,94.49229795,301,6,1,5,-7.42576331,26.86381227,1
10.99200054,30.91281158,10.79947786,1.33209633,7.073147232,1.870652301,507.9247681,2012.740037,165.287953,105.2994848,411,4,0,6,-7.073147232,22.10311165,0
3.098813971,29.78442009,5.018339209,1.00043661,8.961987065,2.005067416,457.4275134,1044.787982,63.43494882,131.6486875,752,25,0,5,-7.310323536,9.765480638,0
17.66545657,52.66334801,17.66807792,0.992392629,7.578990846,1.556124799,5271.179536,5656.557379,112.1094483,73.92098327,718,7,0,7,-7.578990846,39.88767879,1
17.72979723,43.56497676,11.47372529,1.587690318,22.72533939,2.561770246,1452.119888,6990.152798,82.87498365,98.43877042,881,11,2,19,-22.72533939,55.66083171,1
10.57408465,51.85829801,8.390530535,2.18319968,38.41829801,4.228224742,917.0185004,1383.128036,169.508523,80.83696576,294,10,2,8,-38.41829801,16.82408465,0
38.4985298,69.51149867,16.30679669,1.388299246,20.50534209,2.061954673,22475.84044,27804.27556,141.2209499,70.93084346,1618,5,7,24,-19.56484192,88.4985298,2
32.68221414,56.60821707,16.86959938,1.634378614,15.0445473,2.296200174,6354.187792,8600.377591,63.78014238,129.2364917,590,4,2,14,-15.0445473,104.1107856,2
23.10012128,41.51198073,10.43229427,1.319633933,10.69296957,1.963574984,3662.661891,4083.771441,60.82524216,101.2981164,397,3,1,7,-7.484664895,78.65567684,2
8.531515915,33.47882148,10.90520193,1.089119995,10.84790038,1.844634396,418.4295042,1375.179927,45,101.8125268,361,5,1,7,-10.84790038,14.78151592,0
3.752781544,17.42311109,5.254611028,0.739154364,4.74779839,1.881595364,97.45409176,382.430318,45,105.9884611,228,4,0,1,-3.468850505,27.50147101,1
20.0478583,41.01402687,13.24264381,1.427864307,16.31371421,2.020115671,6291.829083,7562.774964,51.00267021,96.71866538,845,11,1,12,-14.86104649,25.0478583,1
21.58100627,57.15468751,17.08597685,1.403143421,7.318990862,1.95174158,5317.947537,5626.476635,62.35402464,62.60374025,585,10,1,11,-7.318990862,42.63363785,1
5.639700558,23.02737432,5.503180534,1.370284386,7.219397142,1.8307083,305.2560401,1306.154972,180,108.9313009,519,20,0,3,-7.219397142,9.639700558,0
12.22172477,71.61452009,11.18453942,3.569981824,70.30838687,7.873883995,372.5390181,1129.546461,178.4130283,124.9187273,207,4,2,9,-30.41927063,72.22172477,1
13.58921861,45.14919906,11.51311046,1.452313439,14.42521084,2.208676483,1050.991841,9370.086233,103.4863968,112.9924817,1542,12,3,27,-11.27932237,42.6801277,1
16.15257911,46.23850517,11.92460082,1.500116481,10.2783532,2.248485888,873.4531298,5574.84262,66.50143432,102.6423083,773,8,1,16,-9.27662925,38.87985184,1
4.948765192,43.90914256,9.049693958,0.73397209,18.13412414,1.570274589,599.4159324,2843.299985,76.95436294,104.5736187,1283,10,1,14,-16.40547849,22.80590805,0
31.65078146,146.059337,27.08095591,14.66212705,127.8692904,19.66552255,417.3931121,5096.647829,179.9257827,110.0059291,322,1,12,29,-37.26002424,31.65078146,1
8.892246343,73.20551673,11.3068637,1.507939722,52.6902471,3.710455737,352.6908703,1088.871235,42.94690097,107.3222486,274,4,1,5,-7.699667849,21.39224634,0
12.98087142,51.14366901,13.02040584,1.45341415,25.68728198,2.394494964,608.5248557,5686.798201,111.9295878,123.8694884,979,9,3,20,-25.68728198,42.52632597,1
12.82895323,34.09291774,10.98556672,1.442780994,12.57447884,2.210500369,1740.519799,2157.032725,63.43494882,133.5449495,376,6,0,5,-12.29298555,29.4956199,1
7.910740894,40.04152724,9.191172139,1.225312734,9.262017958,2.000591755,463.8998383,6026.634174,172.8334248,126.1228739,1705,31,0,18,-8.535225524,21.60937103,0
27.62968783,66.84214048,18.24716191,1.602096358,14.14892905,2.423415051,7142.063154,9819.574043,54.98182929,71.19306119,797,7,1,9,-14.14892905,70.48683069,1
6.005711444,40.33244252,10.76876059,0.658647985,11.24885996,1.454303821,1849.982335,2950.237042,57.01801191,90.86235209,1099,9,0,5,-6.945296292,33.78348922,1
9.966398327,28.77419288,6.692649055,1.382430156,5.760028657,1.829821805,514.0800035,2019.975375,65.22485943,100.5319853,455,7,0,5,-5.760028657,15.84875127,0
9.066615173,28.54044821,8.367013487,1.541753823,10.51258068,2.320393212,686.3139952,1198.270391,82.87498365,98.94942639,297,6,1,5,-10.51258068,27.24843335,1
39.05576812,67.82466997,19.09547651,1.498516377,32.05122238,2.429058296,22158.56428,28189.69684,77.19573393,83.26470534,1617,6,7,28,-26.70772403,81.36346043,2
21.3294375,35.75379633,11.44868336,1.579896166,7.949103354,2.084832908,2462.006631,3812.353815,107.6501242,124.6551637,401,4,0,6,-5.930199929,33.8294375,1
5.12736507,33.79728747,8.949977589,0.727492169,15.5438372,1.753236446,710.8843084,1796.035311,66.92958775,112.8860925,783,4,1,7,-15.5438372,30.12736507,1
29.34784272,55.56735272,14.74863548,1.403123101,10.29998717,2.026183244,12413.77686,15348.42308,49.78611356,145.7994341,1172,7,2,11,-10.29998717,60.59784272,1
9.081942301,33.61866148,8.427837686,1.535887001,17.1375338,2.330182244,416.5985358,4519.281931,180,117.968665,1112,21,1,21,-12.62399727,31.72345173,1
11.2480849,32.25911096,10.70022041,1.546911945,19.32446007,2.741224076,665.8467091,1209.350307,70.14478563,91.7631144,240,3,0,3,-10.95171388,31.2480849,1
7.567462733,23.66462203,7.166917873,0.907908311,6.245112835,1.380512771,937.8480261,1037.147794,45,123.2883311,308,3,0,1,-4.79307914,24.2341294,0
38.64577726,62.31066426,14.58072613,1.299514181,9.586533923,1.781206759,22659.37992,30214.58036,70.95139054,60.96461523,1752,5,1,29,-9.586533923,88.64577726,2
29.82716857,68.01489907,20.07551714,1.507673374,11.73410715,2.111009355,16541.55071,20325.95737,99.27260178,89.80729289,1527,8,2,18,-7.388652349,57.82716857,1
14.33488953,49.30443031,14.69737765,1.394903087,8.633899249,2.008904833,1651.356972,1894.25326,45.51155587,135.225244,297,5,2,3,-8.633899249,24.33488953,0
14.13788743,44.98442041,10.99337722,1.55927266,12.09984634,2.144510812,2036.061733,9669.147617,94.31602752,112.545883,1530,18,0,24,-8.406728592,40.66849967,1
40.06838098,69.22216154,15.89967131,1.469555876,26.35273279,2.381481279,22866.6523,30560.87442,159.5043008,98.9372437,1708,3,6,35,-26.35273279,108.4894336,2
40.20861923,73.62243136,18.53592112,1.550509469,9.829914492,2.171409148,22498.69901,29641.03684,138.5763344,68.49451688,1652,5,9,39,-9.829914492,75.6924902,2
0.062147553,2.612266449,0.249787159,0.114816692,2.612266449,0.35356053,2.860069929,48.39548354,45,58.23274625,1619,1,0,0,-2.612266449,12.84990342,0
12.8249372,33.5925325,11.96653037,1.245056961,9.162173032,2.319672898,1161.408787,1742.312017,48.731397,125.6296466,305,5,1,3,-9.162173032,20.51724489,0
7.559972175,38.96956269,9.709450071,1.597236307,11.91002891,2.342798254,528.1077542,1408.426506,102.8042661,124.6700738,415,14,0,9,-8.583586707,16.65088127,0
13.15542848,37.01494098,11.34986961,1.914855217,24.5049949,3.46366256,806.1735607,1520.014001,101.3099325,130.7932158,258,5,2,5,-23.45696572,53.15542848,1
37.63246875,67.54927896,17.33111889,1.390279662,21.31695967,2.031905704,22477.48374,29594.98755,45.63801126,56.99659623,1762,3,5,29,-21.31695967,75.72770685,2
17.10283885,39.0306743,13.8531832,1.234681459,5.588693988,2.799069797,1148.697941,1337.592315,50.80794248,116.1992304,176,2,0,3,-4.255201294,37.10283885,1
15.26519142,33.1641059,12.13886819,1.742057751,14.24197051,2.566268978,500.1347818,1452.030997,140.9061411,116.3374298,213,5,0,6,-13.47607614,29.55090571,1
13.48347573,31.16499369,11.09693182,1.360182836,5.381667444,2.812048217,1135.197542,1420.580478,45,114.7162891,237,2,0,1,-4.756239895,21.81680906,0
14.84291241,40.6718867,13.27605237,1.439146658,8.439904066,2.061835005,1616.85709,3933.894695,61.89864869,103.1298275,593,6,1,8,-7.536451722,33.02473059,1
15.30418426,44.4632947,14.88878803,1.56762625,16.64895387,2.456793809,755.9245531,1141.31235,49.67244276,129.8422112,167,3,0,4,-10.9352807,43.87561283,1
21.22148675,47.50701506,13.22830982,1.802760556,7.348792125,2.296944019,1918.987517,2217.350637,59.32451284,38.74948578,235,3,1,6,-7.348792125,66.6760322,1
8.2845776,20.94250262,6.195854025,1.351462999,8.849491776,1.989174303,298.7873157,1978.682596,92.48955292,117.4832799,536,7,0,8,-8.575545533,19.39568871,0
41.19346585,65.85447617,16.33245668,1.434118325,10.64319421,1.991910871,17627.99369,24127.60143,70.82841027,70.83750962,1313,3,3,21,-10.64319421,116.1934659,2
15.76138808,82.43717375,16.87784867,2.013279714,41.64149084,3.980263302,1226.20979,1408.066564,99.16234705,141.2975099,201,4,0,5,-7.642317621,32.42805475,1
3.12983744,41.09530153,7.45929584,0.911963546,8.013827806,1.587164676,751.6917254,1973.377689,172.1935992,119.5070208,1404,13,2,9,-7.562481792,23.12983744,0
38.73067246,106.2657511,16.09854749,1.55547236,84.9579434,3.349952769,22965.23974,30260.97593,170.1259407,95.06783189,1751,5,1,28,-15.06945872,105.3973391,2
6.15409714,45.38971866,11.15192648,0.830605828,12.72770731,1.700221434,1450.620505,2825.782101,50.42059528,100.6472488,1026,4,0,9,-12.72770731,18.65409714,0
10.44726737,38.11226868,11.01346523,1.324921499,10.28497382,2.042190676,1880.873151,3865.797871,68.19859051,126.5588258,827,10,4,18,-9.981189678,46.44726737,1
13.96715085,34.09291774,11.47778532,1.731861345,11.08315276,2.506946416,745.593522,1422.046904,45,88.3035921,228,4,2,7,-8.847856285,51.46715085,1
18.13183753,41.1264244,13.02044552,1.158944227,17.18491332,1.91611744,2220.529137,12369.13935,64.72227776,115.2463566,1527,9,1,18,-14.97811364,65.75088515,1
38.6274505,88.10008563,16.33162018,1.377547539,45.38944696,2.350965748,22986.59901,30334.59324,53.05085513,67.57865978,1760,7,6,33,-13.36270151,109.2156858,2
3.186022963,30.06944496,7.034696972,0.615432344,6.299082504,1.295914574,213.3112749,596.4723371,76.57177055,93.45657839,418,2,0,4,-5.023433335,19.85268963,0
38.81769316,58.37080695,14.60067709,1.372278916,9.281108616,1.946997109,17599.43577,24053.5405,62.43201143,84.1906218,1389,2,5,26,-9.281108616,128.8176932,2
28.22150576,61.15241026,17.1985682,1.354274837,13.34482502,1.9160421,21623.72168,24714.69011,100.9371238,73.20886855,926,5,2,15,-13.34482502,74.37535191,1
11.32039125,41.15081802,12.65443971,1.102668911,26.12266155,2.696888749,285.3812187,2461.733844,84.62405211,112.9365111,488,3,1,5,-26.12266155,35.12991506,1
6.916107446,30.36501566,8.590088534,1.036221066,5.478242235,3.265170646,415.1029993,544.287407,52.98011375,135.0405935,177,3,0,3,-5.478242235,48.47631403,1
9.722866027,36.56761409,11.64531537,1.26585488,14.41706211,2.270425276,308.1985886,998.5364334,77.47119229,119.2981671,229,4,1,4,-14.41706211,26.3895327,1
0.105603949,1.206276917,0.248661288,0.171175239,1.206276917,0.341505285,2.061552813,9.566676766,33.69006753,76.15024194,193,1,0,0,-1.206276917,22.30083537,0
20.12794109,51.09950137,16.83408804,1.309518633,10.88039346,1.91532974,5148.702055,8683.942802,69.44395478,105.8610544,967,3,1,12,-10.18173427,59.25837587,1
35.94848498,58.93371463,16.3155296,1.321226391,13.6463823,2.736746941,8121.717386,9982.123954,50.54846629,142.3194404,623,1,2,6,-13.6463823,73.44848498,1
3.594697525,31.65461609,7.370504482,0.731446011,13.28072785,1.44066374,364.7665144,1361.095304,72.05059701,99.280463,844,6,1,8,-13.28072785,40.53710338,1
41.19102081,70.49205618,16.41349519,1.530024792,19.58033187,2.233378916,22478.36444,29551.68022,63.43494882,94.53296474,1607,2,10,30,-15.91873732,111.7792561,2
42.2134345,65.10736388,13.76263647,1.380766459,10.40836711,1.88491464,22982.80662,30287.4711,54.17378965,81.32515191,1608,3,1,27,-10.40836711,122.2134345,2
38.31671842,89.92030747,15.28555239,1.36081623,46.06547786,2.119623297,23123.68562,28422.48428,52.48995268,56.36237987,1662,3,1,20,-15.89676825,103.0226008,2
8.88849046,33.94468536,9.866928784,1.01861149,5.120787364,1.475694539,980.9673287,1440.411624,45,112.7241623,364,8,0,3,-5.120787364,31.61576319,1
4.298005538,22.19522399,6.84428646,0.974576157,6.402550918,2.398095984,185.5358186,413.5803401,51.51206997,123.2715214,214,2,0,4,-5.436175846,20.96467221,0
12.84700258,34.11645749,8.800886521,1.442752203,10.2581513,2.57217341,926.8856456,2155.121347,70.82099197,130.8449571,376,5,0,8,-10.2581513,39.51366925,1
6.20455052,33.55666539,9.779465011,1.113892306,8.679152519,2.226946545,213.8722282,919.1783981,48.92216795,125.6717283,332,5,1,6,-8.679152519,20.49026481,0
18.07070025,51.0965555,15.14584149,1.515625172,11.45792778,2.356356864,816.7083017,8366.631778,112.2490237,118.3921504,1037,10,4,21,-11.45792778,56.95958914,1
8.264244534,46.19942303,11.55215576,1.105835922,11.64456415,1.907634048,1699.886764,4766.709976,83.54118362,128.5064643,1292,7,1,17,-10.98650903,20.76424453,0
3.732408232,32.94018822,7.723123738,1.036298661,10.9029047,1.73242601,598.2335414,1203.950641,154.5366549,102.1480776,719,11,1,6,-8.31413219,9.287963788,0
8.979228215,44.51235658,11.64968205,1.139122917,8.347239948,2.105038246,595.1242727,1310.923548,45,131.2199074,328,4,0,3,-5.61063563,17.31256155,0
10.75195008,47.88573065,12.0609047,1.335482277,10.28154078,2.111510982,133.1264812,4908.430074,71.56505118,125.3356878,1019,6,1,22,-10.28154078,51.92842067,1
0.46928127,3.411866351,0.836709485,0.512312594,2.77072698,0.969580857,16.34441801,46.71862638,45,110.6473438,224,2,0,0,-2.77072698,0.46928127,0
45.32480022,64.18176588,11.1451857,1.354054777,16.54526433,1.947109537,22561.23509,29265.54441,53.92944652,60.49410865,1447,5.891223462,2,22,-13.39687269,145.3248002,2
10.84413048,32.79057035,9.806267562,1.332271802,7.042588337,1.935606755,150.9189186,3061.704162,73.5979524,120.9407442,632,8,0,9,-7.042588337,30.84413048,1
21.20157121,99.63846326,15.40694546,4.404593431,84.28506467,8.697862351,378.683575,6371.888317,162.1612261,105.8351117,622,3,7,23,-35.66857109,61.20157121,1
12.64590256,50.02427059,13.72017838,1.307112935,23.87351675,2.190622726,36.43857846,8690.817333,79.9920202,120.6724536,1537,13,6,25,-20.64689441,31.87667179,1
11.9607533,40.74399293,10.81126596,1.4119716,9.463946948,2.036622235,634.5658831,4016.722813,85.03025927,113.7028135,751,9,1,14,-8.768553181,33.8357533,1
0.618206046,10.4322454,1.870578813,0.274777053,5.514437754,0.747515044,53.75509278,91.23402556,45,79.09069698,326,3,0,1,-5.514437754,28.32501044,1
9.056764613,37.38183516,11.49305292,1.191668656,5.624113338,1.75279178,499.1469723,1442.811169,56.83364531,112.7218219,357,6,0,5,-5.624113338,29.05676461,1
36.12496987,64.02051671,16.94033222,1.201121997,12.2429228,1.810956847,17580.89409,22207.18014,53.23984514,74.63086372,1378,3,2,17,-12.2429228,56.12496987,1
39.41643183,65.04221005,14.32950574,1.278477823,12.26198031,1.80350892,22761.55508,29900.58769,88.59296562,66.50160867,1700,3,1,24,-9.491987246,114.4164318,2
9.040399389,41.38669003,10.93139012,1.360486411,10.71879067,2.043850623,945.1467611,1957.970917,51.04409216,113.9518459,485,6,4,8,-10.71879067,32.8499232,1
2.269721298,16.09218245,3.796066286,0.988748024,7.526533332,2.941606332,104.2636082,179.5844162,46.34750077,121.743395,177,3,0,2,-7.526533332,32.49532608,1
18.14885588,49.65024552,13.35704637,1.275303046,12.70395287,1.782955139,6452.814161,9515.411805,126.3843518,70.36003455,1175,9,0,7,-8.807400078,31.19233414,1
41.08727358,62.98583663,14.74185493,1.263974693,9.697506776,1.823031476,17483.85335,23918.66284,72.72825742,59.11499347,1305,1,1,20,-7.944476317,131.0872736,2
13.96756833,45.56239291,15.10032346,1.439594108,18.1148719,2.262763498,2395.202215,2587.103437,47.0613995,125.9894954,415,9,1,6,-9.277197026,35.39613976,1
28.87205743,55.36471656,15.59244063,1.374276252,18.23201394,2.166731842,12412.01426,17512.42014,50.04282844,84.79739801,1359,5,4,15,-18.05527852,65.71416269,1
18.0258024,38.31513289,13.82953784,1.428679903,19.13858632,3.582052304,1521.649059,1788.047545,36.94558555,115.6687156,222,1,1,3,-16.04728687,101.1462156,2
6.553174648,35.16229253,8.709509661,1.363862992,12.94333158,2.160169233,785.9927799,2478.609789,119.1047316,126.2810786,846,16,1,13,-7.951967867,18.55317465,0
17.13192356,60.69449372,17.73524227,1.469949521,25.10353205,2.437319967,5138.969572,8217.038374,135,97.51377697,1072,10,2,17,-25.10353205,20.25692356,0
16.41035248,69.06178289,23.76820426,0.806258956,22.54969514,1.605836748,9467.169833,12341.41173,76.20261197,125.8024176,1684,5,2,15,-22.23974993,41.41035248,1
40.87911174,68.12730859,13.89605225,1.559322945,29.3402,2.354136384,22446.31405,29458.79764,96.1701751,47.18069778,1614,1,7,27,-25.78765739,109.6291117,2
38.40115261,62.88657879,15.13678276,1.309919515,16.31513263,1.926703408,22761.34183,30357.91657,71.56505118,64.10788084,1771,4,1,19,-15.26708002,125.0678193,2
11.2212115,30.45411604,11.23445349,1.342786015,8.624417952,1.976444776,150.2121833,984.3923023,50.71059314,106.1789479,197,3,1,4,-8.624417952,36.2212115,1
14.19299872,36.00203372,12.33724529,1.427947438,10.18003822,2.267043408,1461.206111,3366.461087,76.60750225,104.3160301,420,5,1,8,-10.18003822,52.65453718,1
16.39317178,35.86519115,13.1149574,1.645540003,6.955470681,3.411797661,1363.064092,1544.178234,45,79.78408214,212,2,0,4,-6.955470681,27.50428289,1
33.05871495,54.08985472,12.85509066,1.385411318,8.735172134,1.917625019,11428.14453,13637.50759,59.48239011,103.9786057,925,3,1,10,-6.975241983,66.39204828,1
7.60096497,42.70182685,10.22017281,1.328179058,13.10120932,2.082393892,342.1936586,4604.527456,126.8698976,115.3648511,1353,15,4,22,-11.30789808,33.91675444,1
39.83995706,59.19917837,13.34164238,1.326639459,7.947190999,1.855763501,22932.05324,30112.30671,69.28173996,103.5122871,1694,3,1,25,-7.947190999,89.83995706,2
6.67579943,45.55633559,10.5174884,1.020002912,8.717257654,1.657942493,393.0418426,5254.51219,100.8855271,113.0526462,1601,24,1,19,-8.717257654,20.31216307,0
44.34640019,62.4076221,15.39072592,1.522611189,13.77427124,2.203950902,28904.69776,33338.7404,53.91892862,44.23317627,1684,4,4,17,-13.77427124,62.52821837,1
36.98244142,70.50629067,17.73861983,1.60641528,31.73211384,2.479437467,22561.90795,28702.68674,86.49646836,134.0359654,1738,3,8,37,-29.48710925,91.98244142,2
13.11833868,37.11241302,10.67273166,1.627668806,14.78552726,2.480411143,560.3151345,2706.135581,45,110.0127361,461,5,1,8,-14.11050158,45.11833868,1
35.27721884,59.96928067,15.86049104,1.572615237,10.96559979,2.808809459,10895.55377,13654.17354,46.32275808,64.93281133,868,3,3,13,-9.417227045,93.61055217,2
25.90454844,64.53688409,21.96857788,1.532978825,15.34114886,2.453425886,6716.010966,7863.606428,49.87775589,91.1317222,680,7,1,10,-12.46718369,37.01565955,1
0.106841855,2.504396135,0.406778786,0.206496545,2.504396135,0.588442836,4.580392996,9.549206399,0,61.16728495,188,1,0,0,-2.504396135,22.30207328,0
15.07692444,121.5213935,15.28529163,2.278532573,93.65521734,5.832691477,1854.423689,2166.50627,42.46923698,91.71236708,322,4,0,6,-12.21054328,77.57692444,2
5.078215924,32.49235627,9.128294033,0.875245089,11.93894004,1.608165463,476.0226255,1188.472398,45.15057989,100.6975674,523,5,0,7,-11.93894004,10.96056887,0
19.15904074,51.0208867,14.47311041,1.777753389,8.116733865,2.386444829,1866.278181,2095.520081,51.89006134,77.58590609,246,3,2,9,-8.116733865,41.38126296,1
34.08203342,58.81994328,16.56294837,1.367378034,13.29882293,1.97701383,11374.17335,14137.23788,46.66269072,134.8546839,930,3,2,8,-13.29882293,57.89155723,1
13.15346818,39.88521129,12.07418651,1.740917978,12.24618891,2.550582373,631.6796182,1490.827866,52.37225619,105.584738,254,3,0,6,-9.122650855,63.15346818,1
31.61450768,59.92659403,16.74693792,1.382950732,10.55839908,2.409965076,20609.38659,24839.97032,79.3302172,58.02685119,1761,10,3,21,-10.55839908,64.94784101,1
6.11011669,36.18137421,8.331471435,0.958268201,11.91737801,1.897983143,1026.001096,1602.064542,56.99540854,81.32650511,584,5,1,5,-11.91737801,27.16274827,1
6.664972172,28.46915749,9.350590131,1.060435225,10.89693213,1.91783525,227.9628917,628.7241425,59.26280732,129.7938369,211,4,0,3,-8.434936733,23.33163884,0
17.94511135,56.17578809,15.77151202,1.165225235,12.09307117,1.676585804,10121.84237,12705.77973,59.61558498,96.64742083,1587,11,2,12,-12.09307117,22.63261135,0
39.40236676,63.84785917,13.7124562,1.449460602,31.67126492,2.363145799,22811.62483,32473.04301,87.36756513,88.63310327,1538,1,4,30,-31.44327496,120.6523668,2
7.226040102,36.48175434,10.86303056,1.158469021,10.19679885,1.904927332,347.5312072,1665.11652,95.04245107,108.810519,516,8,3,7,-10.19679885,36.63780481,1
8.069711165,34.1847779,9.633385829,1.314469772,11.951409,2.44757424,457.5826155,2410.174963,60.01836063,100.4004097,670,18,2,12,-11.951409,20.89022399,0
11.1093647,47.32977414,12.60587086,1.113296054,23.58633825,2.03842668,168.6898041,5501.136339,64.1514743,117.6917914,1107,4,1,16,-22.019176,42.92754652,1
17.95583636,48.81041725,13.58743217,1.54088207,7.579492392,2.141645893,1676.574451,1901.023753,45,67.51702413,238,3,0,6,-7.579492392,46.52726493,1
23.52708585,59.31095332,18.16651783,2.49783434,28.97879764,4.533649681,4247.515948,6516.471683,167.1308253,134.1988585,614,7,10,20,-25.95136764,56.86041918,1
9.592546555,33.21852784,10.11836417,1.01328503,6.374914056,1.686689461,205.1872316,2678.515788,45,123.8979884,626,4,0,8,-6.374914056,42.92587989,1
6.108220962,32.53865049,9.297045577,1.0517249,12.25995208,1.762041587,307.8902727,2817.409055,82.23483398,122.5491029,1030,15,2,13,-10.15175383,25.33899019,1
1.285480541,20.63354938,3.331729327,0.6628181,11.51290037,1.270693544,315.848318,817.3310285,156.1612598,109.6967704,1418,18,0,3,-7.342845553,2.756068776,0
15.81795033,36.064,12.62967894,1.606448938,22.49823234,2.91588443,619.3005167,1270.484545,45,113.6011309,179,2,1,3,-22.49823234,90.81795033,2
8.391927385,36.39638136,10.22980957,1.023945837,8.829816103,2.401157764,288.6985452,2188.28151,45.70731937,118.3214258,584,4,1,7,-8.14831574,46.85346585,1
26.4971449,71.29396047,24.16145415,1.200498319,10.84473186,1.801283966,11711.22615,18925.75329,92.24574257,100.7409021,1600,9,3,12,-10.84473186,48.23627533,1
3.161982793,18.92369182,5.207617323,0.867433791,9.866651352,1.546578547,189.3455307,281.0370225,45.41974179,94.27140639,196,5,0,1,-5.802476294,30.86878718,1
13.74248083,39.10837291,12.45018787,1.411565577,9.702751348,2.994342941,1220.889151,1417.193335,43.82375003,83.68814309,232,4,1,5,-9.702751348,26.24248083,1
15.30521395,48.08701446,15.87110049,1.05225721,8.592253158,1.778897209,6632.189998,8959.699992,62.40270413,118.9554042,1312,9,2,14,-8.592253158,34.352833,1
39.69478244,61.91847853,15.60329715,1.328495461,13.2125411,1.992709253,22790.95638,30394.03215,71.09542416,65.28378306,1716,3,4,22,-13.2125411,114.6947824,2
12.91793455,41.17275993,12.08611561,1.548807171,5.972454511,2.150001288,1233.591687,1448.054388,74.7448813,101.5027046,252,5,0,8,-5.972454511,24.02904566,0
18.76890899,61.00741883,17.76034013,1.232932696,12.58536008,2.127227254,7734.461714,11192.30078,90,118.7874843,1336,8,1,17,-9.965406641,33.05462328,1
13.66784176,42.85665036,13.03500798,1.676349176,11.5806404,2.799364725,1648.707815,1941.915111,60.80251395,85.49809781,318,6,3,6,-11.5806404,31.84965994,1
9.768407801,75.08913019,10.02968352,2.244902483,66.32732215,4.603686098,663.224321,999.0642528,156.6827085,83.54896119,227,3,0,3,-11.58302503,31.99063002,1
3.321673059,36.31288036,6.442254464,1.152003595,22.1094712,1.859986738,59.35966644,2302.554732,153.4349488,119.4801688,1550,32,1,11,-9.784566572,11.54085114,0
8.745891716,29.39525295,8.502084424,1.538765473,12.74935683,2.308504918,191.7732515,1179.424641,106.1178864,134.1873702,302,5,1,6,-12.74935683,25.41255839,1
8.447353472,35.77273688,10.00161525,1.269315064,9.400838104,2.049641023,606.3459821,1429.708353,52.25875084,103.4229574,380,10,0,7,-9.400838104,22.73306776,0
4.145353693,48.40266307,7.095165329,1.272246433,45.93866307,2.853686886,755.4319824,1880.562332,177.9228252,116.3631656,1009,16,1,11,-30.61880574,15.91005957,0
0.490488154,12.53199425,1.669316316,0.262916307,5.11289507,0.718912213,56.58144572,92.49362215,45,93.67042835,423,4,0,0,-2.820775103,47.9878671,1
0.297099459,2.912,0.71805138,0.455872925,2.912,0.949124184,21.77544489,156.5598217,45,76.99194436,1177,4,0,0,-2.912,15.40990185,0
8.448124186,35.54548995,11.10232327,1.115436375,11.84590886,1.976160529,181.1597361,1852.543686,87.3974378,104.6351888,490,5,1,8,-11.84590886,21.78145752,0
13.50893011,46.18204257,11.86795362,1.51542206,14.22534137,2.165439742,871.0230594,9089.470502,93.57633437,115.9786582,1506,19,4,31,-14.05258736,41.50893011,1
21.09414124,54.81184339,14.66677776,2.469855578,28.40402714,3.689026527,541.2848788,5504.008633,177.5005804,106.2642757,584,8,6,20,-13.36689519,71.09414124,1
26.30470626,50.44577477,15.19968344,1.366530469,10.65427903,2.001854693,5580.686481,7550.35953,57.80426607,93.56250813,643,3,1,9,-10.65427903,80.85016081,2
5.486617393,28.40917035,9.040605635,0.88137372,13.52867881,2.386359781,367.1455978,793.8014353,45,113.9791479,323,4,1,4,-7.804546292,35.71222217,1
31.99486536,58.4193546,17.10457458,1.39029139,5.524554123,2.433409493,5509.739758,6898.892844,45.38145761,66.62398796,484,2,0,5,-5.41767865,91.99486536,2
34.12194644,61.87105456,18.60726251,1.299625242,22.48128911,2.092172733,17300.57319,21950.5249,67.75097634,59.5385277,1441,5,7,20,-21.10362986,50.78861311,1
10.52616684,54.1218489,12.53668013,1.363702292,28.84260705,2.484781417,1694.891752,3561.461486,58.52713511,103.0292158,753,12,1,13,-28.84260705,18.85950017,0
39.35168109,69.72447536,15.04778723,1.484002248,30.95912666,2.24664552,22910.75757,29888.01951,53.53076561,66.90219505,1701,2,3,34,-28.48839744,126.0183478,2
28.00224592,53.70210216,15.52123436,1.330735809,20.53508549,2.116977852,5537.022237,6158.25772,45,54.9615428,493,2,1,9,-20.53508549,61.33557925,1
16.17846544,47.72514373,10.57564764,1.882115778,23.41087322,3.065631999,1903.750414,4280.817131,68.19037253,113.9310279,592,4,2,20,-20.79624476,59.0356083,1
9.195034944,31.13922285,9.898746262,0.918144944,13.53212949,1.419226034,573.354175,4084.598687,145.2511988,127.9975823,995,14,0,6,-13.36496502,12.4208414,0
36.94180793,71.46442584,19.02284088,1.468885319,18.99091395,2.200442254,22630.65304,27913.59484,127.8749837,57.45836712,1693,10,6,23,-18.99091395,79.79895079,2
