ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude
8640108,06-02-2012 03:40,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,1,1,2,20,40,08B,1177710,1866413,2012,41.78876041,-87.62393677
6720496,01/24/2009 02:00:00 PM,THEFT,OVER $500,CTA GARAGE / OTHER PROPERTY,0,0,8,23,62,6,1150563,1870470,2009,41.80046498,-87.7233704
6587123,10-01-2008 12:50,ASSAULT,SIMPLE,SIDEWALK,0,0,7,16,67,08A,1166757,1862719,2008,41.7788646,-87.6642029
9471722,01/23/2014 09:52:00 AM,ASSAULT,AGG PO HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",1,0,25,31,23,08A,1147025,1910941,2014,41.91159074,-87.73531182
7364700,02/16/2010 12:25:00 PM,NARCOTICS,POSS: CRACK,STREET,1,0,8,13,64,18,1138268,1864847,2010,41.78526506,-87.76859632
6439244,08-01-2008 21:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,0,0,19,44,6,26,1170827,1920692,2008,41.93785926,-87.64758448
9193183,06/27/2013 10:57:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,1,0,3,5,43,18,1188379,1860054,2013,41.77106259,-87.58502075
7552501,06-11-2010 18:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),0,0,10,22,30,14,1154824,1885041,2010,41.84036567,-87.70735451
8117654,06/13/2011 09:00:00 AM,THEFT,OVER $500,CTA TRAIN,0,0,11,27,26,6,1149677,1901564,2011,41.88580814,-87.72581306
7442811,04-06-2010 09:00,THEFT,$500 AND UNDER,STREET,0,0,25,30,22,6,1150327,1915240,2010,41.92332377,-87.72306883
9816709,10/13/2014 08:00:00 PM,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),0,0,25,31,19,14,1138528,1918990,2014,41.93383641,-87.76633204
5994563,01-03-2008 07:00,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,0,0,14,26,23,7,1155383,1911402,2008,41.91269174,-87.70459457
8128449,06/23/2011 11:34:00 PM,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,STREET,1,0,15,28,25,24,1142901,1898533,2011,41.87761964,-87.75077178
9148427,05/28/2013 06:00:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,1,0,5,9,54,18,1183810,1818526,2013,41.65721257,-87.60305995
10311926,11-12-2015 15:00,THEFT,$500 AND UNDER,STREET,0,0,11,27,23,6,1149180,1907200,2015,41.90128356,-87.72749202
9816418,10/13/2014 04:11:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,1,0,22,34,49,18,1174847,1834252,2014,41.70057091,-87.63539078
10793343,12/24/2016 01:20:00 PM,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,3,20,40,14,1178633,1864994,2016,41.78484559,-87.62059561
10522102,05/13/2016 03:00:00 PM,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,3,6,42,14,1181656,1860067,2016,41.77125613,-87.60966414
7926681,02-12-2011 20:16,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENTIAL YARD (FRONT/BACK),1,0,7,17,67,18,1164571,1858013,2011,41.7659971,-87.67234957
10713363,10-10-2016 15:45,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA TRAIN,0,0,1,42,32,11,1175505,1901622,2016,41.88542637,-87.63096602
9116459,05-05-2013 16:05,THEFT,RETAIL THEFT,DEPARTMENT STORE,1,0,22,34,75,6,1167466,1827573,2013,41.68240357,-87.66260769
8568485,04/15/2012 10:30:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,10,24,29,08B,1152956,1892218,2012,41.86009737,-87.71401944
8843485,10/13/2012 09:00:00 AM,THEFT,$500 AND UNDER,CTA PLATFORM,0,0,12,25,31,6,1160685,1890246,2012,41.85452951,-87.68570286
10353317,12/20/2015 08:33:00 PM,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,0,0,14,1,24,14,1164931,1908799,2015,41.90535151,-87.66959164
6448163,01/25/2008 08:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,1,15,29,25,08B,1139376,1900200,2008,41.88225903,-87.76367422
9192532,06/27/2013 09:00:00 AM,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,COMMERCIAL / BUSINESS OFFICE,0,0,22,19,74,11,1156795,1830828,2013,41.69155725,-87.70158285
9218857,07/16/2013 09:15:00 AM,THEFT,$500 AND UNDER,SIDEWALK,0,0,18,27,8,6,1171816,1906588,2013,41.89913543,-87.64436617
7502835,05-09-2010 20:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,14,35,21,7,1152446,1918392,2010,41.93193148,-87.71519932
9058946,03/22/2013 09:00:00 PM,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,0,0,16,,0,14,1119958,1936797,2013,41.98301776,-87.83419652
6937731,05-03-2009 09:45,THEFT,FROM BUILDING,ATHLETIC CLUB,0,0,18,42,8,6,1176746,1903915,2009,41.89169052,-87.62633952
9160883,06-05-2013 17:35,ASSAULT,SIMPLE,BAR OR TAVERN,1,0,1,2,32,08A,1174791,1898367,2013,41.87651046,-87.63368538
7083252,08/14/2009 10:00:00 AM,THEFT,OVER $500,APARTMENT,0,0,12,25,28,6,1170443,1892718,2009,41.86110533,-87.64981486
10710884,10-10-2016 15:21,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,0,0,25,30,23,15,1150668,1909046,2016,41.9063202,-87.72197809
6104352,02/22/2008 03:04:00 PM,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,0,0,12,2,28,6,1169613,1892919,2008,41.86167498,-87.65285575
6522299,09/26/2008 02:40:00 PM,ASSAULT,SIMPLE,RESIDENCE,0,0,4,7,43,08A,1195629,1855456,2008,41.75826918,-87.55859723
9749100,08/23/2014 01:47:00 AM,ASSAULT,SIMPLE,SIDEWALK,1,0,12,27,28,08A,1170994,1902180,2014,41.88705768,-87.64751474
10371579,01-07-2016 11:00,CRIMINAL DAMAGE,TO PROPERTY,DAY CARE CENTER,0,0,15,29,25,14,1136931,1899404,2016,41.88011889,-87.77267151
5999197,01-04-2008 08:10,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,0,1,16,41,10,08B,1127364,1934891,2008,41.97766584,-87.80700125
9711172,07/26/2014 12:45:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ABANDONED BUILDING,1,0,15,28,25,18,1142386,1899694,2014,41.88081515,-87.75263391
8504018,03-02-2012 12:00,THEFT,FROM BUILDING,ATHLETIC CLUB,0,0,1,42,28,6,1172734,1900186,2012,41.88154768,-87.64118409
6173215,04-03-2008 19:13,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,0,0,15,29,25,26,1137529,1900155,2008,41.88216899,-87.77045761
6684429,12/29/2008 11:42:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,1,0,3,6,69,15,1179256,1858480,2008,41.76695632,-87.61850997
8649809,06-08-2012 13:38,THEFT,ATTEMPT THEFT,"SCHOOL, PUBLIC, BUILDING",0,0,5,9,49,6,1178473,1830384,2012,41.68987516,-87.62223072
10300867,11-04-2015 20:25,NARCOTICS,POSS: HEROIN(WHITE),STREET,1,0,18,42,8,18,1176428,1903908,2015,41.8916785,-87.62750758
6315357,06/18/2008 06:30:00 PM,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,0,0,4,8,43,7,1188577,1854087,2008,41.75468389,-87.58448538
7843209,12-10-2010 21:15,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,PARK PROPERTY,0,0,9,11,59,3,1162169,1878783,2010,41.82304296,-87.68057571
8032640,04/24/2011 09:40:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,1,0,4,7,43,18,1197153,1854870,2011,41.75662336,-87.55303151
10633683,08-10-2016 07:00,CRIMINAL DAMAGE,TO PROPERTY,DAY CARE CENTER,0,0,5,9,49,14,1178809,1834345,2016,41.70073709,-87.62088068
10606715,07/20/2016 07:00:00 AM,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,0,0,2,4,41,6,1185540,1871226,2016,41.80178679,-87.59507572
7728877,09/26/2010 02:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,16,45,11,08B,1141892,1931779,2010,41.96886888,-87.75365141
9831797,10/25/2014 11:13:00 AM,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,1,0,19,44,6,24,1168954,1924442,2014,41.94819033,-87.65435891
9505483,02-02-2014 09:00,THEFT,$500 AND UNDER,RESIDENCE,0,1,16,30,15,6,1143559,1921171,2014,41.93972849,-87.74778832
6988005,06/22/2009 02:00:00 PM,THEFT,FROM BUILDING,AIRPORT/AIRCRAFT,0,0,16,41,76,6,1100658,1934241,2009,41.97629041,-87.90522722
7044991,07/27/2009 11:46:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,4,10,52,08B,1201794,1841096,2009,41.71870979,-87.53649093
9839677,10/30/2014 11:45:00 PM,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,APARTMENT,1,0,12,27,28,3,1170233,1901649,2014,41.88561724,-87.65032485
8628930,05/25/2012 03:55:00 AM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),1,0,8,15,66,14,1160484,1861776,2012,41.77640852,-87.68722631
7510633,05/18/2010 12:01:00 AM,THEFT,FROM BUILDING,NURSING HOME/RETIREMENT HOME,0,0,15,28,25,6,1141469,1901442,2010,41.88562885,-87.75595792
10768186,11/29/2016 04:30:00 PM,CRIMINAL TRESPASS,TO LAND,APPLIANCE STORE,0,0,6,6,69,26,1182734,1852793,2016,41.75127058,-87.60593808
6180627,04-08-2008 22:42,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA HALLWAY/STAIRWELL/ELEVATOR,0,0,1,3,33,26,1176682,1888876,2008,41.85042403,-87.62702902
7119484,09-07-2009 21:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,24,48,77,7,1166947,1940981,2009,41.99361728,-87.66125926
7165085,09-08-2009 12:00,THEFT,FROM BUILDING,RESIDENCE,0,0,16,45,11,6,1137860,1936565,2009,41.98207598,-87.76836113
6687697,01-02-2009 11:30,CRIMINAL DAMAGE,TO VEHICLE,BANK,0,0,6,6,44,14,1180438,1847310,2009,41.73627756,-87.61451956
7641477,08-01-2010 19:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,17,39,13,14,1152270,1936995,2010,41.98298287,-87.7153531
6233340,05-04-2008 18:00,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,0,0,18,42,8,6,1177338,1906181,2008,41.89789513,-87.62409661
7444569,04-04-2010 19:00,THEFT,OVER $500,OTHER,0,0,3,6,42,6,1182070,1859778,2010,41.77045352,-87.60815551
7213995,11-05-2009 08:30,BURGLARY,FORCIBLE ENTRY,APARTMENT,0,0,25,37,25,5,1139154,1910362,2009,41.91014885,-87.76424191
7717142,09/18/2010 10:59:00 AM,THEFT,OVER $500,SMALL RETAIL STORE,0,0,10,12,30,6,1155946,1886570,2010,41.84453891,-87.70319603
8782931,08/31/2012 06:02:00 AM,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,0,0,5,34,49,6,1176631,1832327,2012,41.69524857,-87.62891611
8485545,02/17/2012 02:50:00 PM,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",1,0,17,33,16,08A,1154814,1925768,2012,41.95212457,-87.70629895
10273448,09/30/2015 07:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,DEPARTMENT STORE,0,0,12,25,28,11,1170443,1892718,2015,41.86110533,-87.64981486
6770341,02/23/2009 03:00:00 PM,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",1,0,16,45,11,08B,1138518,1935779,2009,41.97990719,-87.76596029
6327194,06/24/2008 11:08:00 PM,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,ALLEY,1,0,11,2,27,18,1156843,1899214,2008,41.87921728,-87.69956163
8622427,05/20/2012 11:00:00 AM,ASSAULT,SIMPLE,RESIDENCE,0,0,11,24,26,08A,1150844,1896090,2012,41.87076413,-87.72167082
8621054,05/19/2012 11:30:00 PM,BURGLARY,FORCIBLE ENTRY,OTHER,0,0,11,28,26,5,1147402,1900140,2012,41.88194441,-87.73420392
10406059,02-06-2016 15:00,THEFT,FROM BUILDING,RESTAURANT,0,0,18,42,8,6,1175327,1904462,2016,41.89322348,-87.63153437
6839290,03/20/2009 07:45:00 PM,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,1,0,11,28,26,16,1146009,1899628,2009,41.88056599,-87.73933206
8383531,12-04-2011 01:21,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,1,0,7,17,67,24,1168099,1862147,2011,41.7772662,-87.65929945
6319876,06/21/2008 03:29:00 AM,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,0,0,6,21,71,14,1172076,1850142,2008,41.74423652,-87.64507196
6943917,05/30/2009 02:00:00 AM,ROBBERY,ARMED: HANDGUN,ALLEY,0,0,11,27,23,3,1150551,1905938,2009,41.89779382,-87.72248918
9756650,08/22/2014 12:00:00 PM,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),0,0,16,41,76,14,1116627,1932720,2014,41.97188259,-87.84653278
8784546,09-02-2012 19:40,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,0,1,11,28,26,08A,1148738,1900170,2012,41.88200104,-87.72929733
6500307,06-02-2008 09:00,THEFT,OVER $500,APARTMENT,0,0,25,30,19,6,1139542,1915420,2008,41.92402149,-87.76269289
8036197,04/26/2011 03:30:00 PM,BATTERY,SIMPLE,SIDEWALK,0,0,11,24,27,08B,1153662,1896159,2011,41.8708979,-87.71132307
8052103,05-04-2011 18:30,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,0,1,11,27,23,08B,1152737,1903107,2011,41.88998229,-87.71453517
6013799,01-11-2008 19:30,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,16,36,17,14,1128478,1922036,2008,41.94237145,-87.80319692
10600988,07/17/2016 01:00:00 PM,THEFT,FROM BUILDING,SMALL RETAIL STORE,0,0,8,15,66,6,1156158,1861822,2016,41.77662284,-87.70308407
10293818,10/28/2015 01:30:00 PM,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,0,1,16,45,11,26,1135208,1934499,2015,41.97645428,-87.77816389
7255224,11-07-2009 19:38,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,1,0,6,6,44,18,1182955,1851777,2009,41.74847744,-87.60515974
10498046,04-12-2016 16:32,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENCE,1,0,5,34,53,18,,,2016,,
10689119,09/21/2016 07:30:00 AM,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,SIDEWALK,0,0,19,46,3,3,1170771,1930815,2016,41.96563835,-87.64749257
10159706,07/20/2015 11:15:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,1,0,9,11,59,18,1162869,1883268,2015,41.83533567,-87.67788214
8514873,03-10-2012 18:52,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,1,0,6,21,71,18,1166776,1850053,2012,41.74410697,-87.66449429
9681679,07-03-2014 12:41,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,STREET,0,0,1,2,33,10,1176963,1894850,2014,41.86681074,-87.62581703
8843189,10-12-2012 11:50,THEFT,OVER $500,RESTAURANT,0,0,14,1,22,6,1161436,1917141,2012,41.92831604,-87.68219726
7255857,11/30/2009 12:10:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,0,14,1,24,08B,1162981,1910439,2009,41.90989297,-87.6767085
10191699,08-11-2015 18:00,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,0,0,17,33,14,5,1154918,1929305,2015,41.96182824,-87.70582143
6117703,03-05-2008 22:00,THEFT,FINANCIAL ID THEFT:$300 &UNDER,APARTMENT,0,0,25,31,21,6,1149952,1919760,2008,41.93573436,-87.72432876
7579882,06/28/2010 02:35:00 PM,THEFT,FROM BUILDING,SMALL RETAIL STORE,0,0,18,42,8,6,,,2010,,
7729461,09/28/2010 12:39:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,1,16,36,17,08B,1127081,1923879,2010,41.94745246,-87.80829015
9086348,04-12-2013 23:15,BATTERY,SIMPLE,CTA BUS STOP,0,0,11,28,26,08B,1150101,1898395,2013,41.8771038,-87.72433861
9288544,08/31/2013 10:00:00 PM,THEFT,OVER $500,STREET,0,0,24,50,2,6,1157488,1942664,2013,41.99843394,-87.69600718
9808495,09/19/2014 05:00:00 PM,BATTERY,SIMPLE,RESTAURANT,0,0,18,42,8,08B,1177497,1905400,2014,41.89574842,-87.62353635
8951135,01-01-2013 05:30,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,0,1,4,10,46,14,1196580,1845656,2013,41.73135367,-87.55543666
7036412,07/22/2009 11:52:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,1,0,25,29,25,15,1136460,1911550,2009,41.91345748,-87.7741103
6576529,10/25/2008 05:00:00 PM,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,0,0,19,46,6,5,1170894,1925354,2008,41.95065049,-87.64720109
10213864,08/27/2015 10:20:00 PM,INTERFERENCE WITH PUBLIC OFFICER,INTERFERENCE JUDICIAL PROCESS,TAVERN/LIQUOR STORE,1,0,8,15,66,26,1161514,1860663,2015,41.77333299,-87.6834812
9391308,11/15/2013 09:20:00 AM,ASSAULT,AGG PO HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",0,0,10,22,30,08A,1151757,1883786,2013,41.83698257,-87.71864223
9208854,07-08-2013 14:00,THEFT,POCKET-PICKING,GROCERY FOOD STORE,0,0,19,46,6,6,1171076,1923738,2013,41.94621213,-87.64657968
7399253,03-10-2010 15:15,CRIMINAL TRESPASS,TO STATE SUP LAND,"SCHOOL, PUBLIC, GROUNDS",1,0,17,38,16,26,1146726,1923676,2010,41.94654248,-87.73608438
8669747,06/20/2012 08:15:00 PM,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,ALLEY,0,0,11,28,26,3,1148155,1898349,2012,41.87701524,-87.73148501
6740965,02-06-2009 09:08,CRIMINAL TRESPASS,TO RESIDENCE,HOTEL/MOTEL,0,0,24,48,77,26,1167769,1940194,2009,41.99144,-87.65825845
8020395,04/14/2011 06:30:00 PM,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,0,0,4,10,52,5,1201502,1836906,2011,41.70721951,-87.5377022
8256026,09-10-2011 02:30,THEFT,POCKET-PICKING,SIDEWALK,0,0,19,46,6,6,1170654,1924650,2011,41.94872396,-87.648104
7763733,10-12-2010 16:18,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,0,0,9,20,61,11,1169141,1872658,2010,41.80608712,-87.65517553
6149387,03/23/2008 02:00:00 PM,CRIMINAL TRESPASS,TO LAND,GAS STATION,1,0,15,28,25,26,1144203,1899587,2008,41.8804876,-87.74596464
9128307,05/13/2013 06:00:00 PM,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,0,0,17,33,14,14,1154695,1930354,2013,41.96471123,-87.7066131
8870466,11-01-2012 16:45,NARCOTICS,POSS: CRACK,SIDEWALK,1,0,11,24,27,18,1152474,1897174,2012,41.87370671,-87.71565785
7125518,09/13/2009 03:20:00 PM,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,0,0,5,9,53,04B,1178913,1828116,2009,41.68364146,-87.62068857
8012039,04-10-2011 22:10,BATTERY,AGGRAVATED: HANDGUN,ALLEY,0,0,2,3,38,04B,1177418,1876992,2011,41.81779677,-87.62468761
9830341,10/23/2014 04:30:00 PM,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,5,34,53,14,1169004,1823177,2014,41.6703072,-87.65710398
8750426,08-11-2012 04:15,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,11,28,26,08B,1150764,1898079,2012,41.87622373,-87.72191252
8419792,12/30/2011 09:15:00 AM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,1,0,11,24,29,18,1150448,1894424,2011,41.86620017,-87.72316816
8022336,04/17/2011 07:00:00 AM,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,0,0,7,15,67,26,1166255,1865581,2011,41.78672899,-87.66596184
8635042,05/29/2012 05:30:00 PM,THEFT,$500 AND UNDER,STREET,0,0,9,11,60,6,1168912,1881798,2012,41.83117318,-87.65575108
8582476,04/24/2012 02:00:00 AM,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,0,0,12,25,31,26,1161716,1891040,2012,41.85668692,-87.68189655
6627043,11/24/2008 10:30:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",1,0,22,34,49,18,1174313,1830380,2008,41.68995741,-87.63746062
9315895,09/20/2013 11:15:00 AM,BATTERY,AGG PO HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",1,0,3,5,42,08B,1187940,1864073,2013,41.78210152,-87.586502
8683876,06/26/2012 12:00:00 PM,THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,SMALL RETAIL STORE,0,0,8,18,70,6,1161742,1852516,2012,41.75097171,-87.68287124
6831071,03/27/2009 08:45:00 AM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0,0,7,15,67,14,1163672,1866674,2009,41.78978295,-87.67540185
9379875,10/16/2013 07:00:00 AM,BATTERY,SIMPLE,CHA PARKING LOT/GROUNDS,0,0,5,9,54,08B,1183449,1818009,2013,41.65580223,-87.60439689
7706179,09/13/2010 06:15:00 PM,ARSON,AGGRAVATED,OTHER,0,0,2,4,41,9,1187590,1870433,2010,41.79956218,-87.58758291
7632216,07/27/2010 02:00:00 PM,THEFT,$500 AND UNDER,STREET,0,0,22,19,75,6,1161309,1832600,2010,41.6963279,-87.68500761
7310820,01-11-2010 19:30,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,1,0,3,20,42,24,1180028,1862384,2010,41.77765165,-87.61556087
8654290,06-11-2012 10:00,THEFT,$500 AND UNDER,SMALL RETAIL STORE,0,0,1,42,32,6,1175959,1899598,2012,41.87986219,-87.62935984
10450998,03/16/2016 11:00:00 PM,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,0,0,15,29,25,04A,1136357,1900483,2016,41.88309008,-87.77475342
6367360,07-08-2008 14:30,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,STREET,0,0,3,20,42,3,1184493,1862615,2008,41.7781821,-87.59918509
10148598,07-12-2015 20:45,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),1,0,6,17,71,18,1172343,1852285,2015,41.75011132,-87.64403074
10306801,11-05-2015 21:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,8,14,58,14,1153814,1875031,2015,41.81291707,-87.71132678
8906075,11/27/2012 11:45:00 AM,THEFT,FINANCIAL ID THEFT:$300 &UNDER,BANK,0,0,1,42,32,6,1174331,1900398,2012,41.88209393,-87.63531369
10811180,08-03-2016 12:00,DECEPTIVE PRACTICE,BOGUS CHECK,APARTMENT,0,0,4,8,46,11,,,2016,,
6773283,02/25/2009 10:15:00 AM,THEFT,RETAIL THEFT,DEPARTMENT STORE,1,0,25,37,25,6,1145011,1910225,2009,41.90966425,-87.74272882
9530733,03/14/2014 07:47:00 AM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,OTHER,1,0,4,8,45,15,1187386,1852901,2014,41.75145776,-87.58888759
9263774,08/15/2013 09:30:00 AM,CRIMINAL DAMAGE,TO PROPERTY,OTHER,1,0,19,46,3,14,1167678,1930890,2013,41.96591153,-87.65886264
7529678,05/28/2010 01:00:00 PM,BURGLARY,FORCIBLE ENTRY,RESIDENCE,0,0,7,16,68,5,1171617,1866866,2010,41.79013928,-87.64626428
9418705,12-07-2013 11:10,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,SMALL RETAIL STORE,0,0,18,42,8,11,1177308,1904964,2013,41.8945563,-87.62424373
6667350,12/16/2008 12:01:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,STREET,0,0,7,17,67,6,1164239,1858038,2008,41.7660727,-87.67356577
10232084,09-11-2015 20:10,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,1,0,15,29,25,18,1139390,1899473,2015,41.8802638,-87.76364053
7947405,02/26/2011 09:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,7,15,67,08B,1165431,1862561,2011,41.77845923,-87.66906861
8279450,09/24/2011 07:00:00 PM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0,0,3,6,69,14,1178797,1858895,2011,41.76810558,-87.62017976
7245011,11/24/2009 07:30:00 AM,BURGLARY,FORCIBLE ENTRY,RESIDENCE,0,0,6,18,71,5,1164493,1848667,2009,41.74035197,-87.67289843
7035174,07/22/2009 01:40:00 AM,ROBBERY,ARMED: HANDGUN,GAS STATION,0,0,16,36,17,3,1133081,1920586,2009,41.93831313,-87.78631249
10713436,10-12-2016 12:50,ASSAULT,AGGRAVATED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),0,0,10,24,29,04A,1153730,1890241,2016,41.8546569,-87.71123086
8544071,03/29/2012 02:00:00 PM,THEFT,POCKET-PICKING,CTA PLATFORM,0,0,1,42,32,6,1176298,1899453,2012,41.87945667,-87.62811946
6033959,01/22/2008 10:40:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1,1,9,3,37,08B,1175121,1872233,2008,41.80478931,-87.63325587
9404599,11/24/2013 05:30:00 PM,ASSAULT,SIMPLE,SMALL RETAIL STORE,0,0,2,4,41,08A,1187638,1870731,2013,41.80037877,-87.5873974
6168044,04-01-2008 10:30,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,1,22,34,49,08B,1174137,1836090,2008,41.70563041,-87.63793618
9856922,11/13/2014 02:00:00 PM,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),0,0,7,15,67,6,1166001,1862913,2014,41.77941307,-87.66696895
6072197,02-02-2008 22:15,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,1,0,10,22,30,18,1153130,1886141,2008,41.84341791,-87.71354174
8979851,01/22/2013 05:50:00 PM,ROBBERY,ARMED: HANDGUN,APARTMENT,0,0,3,8,43,3,1190832,1855940,2013,41.75971452,-87.57616185
8884773,11-12-2012 17:30,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0,1,25,29,19,14,1134690,1914820,2012,41.92246224,-87.78053559
10741252,11-02-2016 15:00,THEFT,$500 AND UNDER,STREET,0,0,18,42,8,6,1175334,1907851,2016,41.90252292,-87.63140683
